item,category,store_code,yearweek,sell_price
ACCESORIES_1_028,ACCESORIES,NYC_1,201105,8.8711
ACCESORIES_1_028,ACCESORIES,NYC_1,201109,9.2834
ACCESORIES_1_028,ACCESORIES,NYC_1,201209,9.5494
ACCESORIES_1_028,ACCESORIES,NYC_1,201248,10.6134
ACCESORIES_1_029,ACCESORIES,NYC_1,201105,9.8952
ACCESORIES_1_029,ACCESORIES,NYC_1,201308,11.9434
ACCESORIES_1_029,ACCESORIES,NYC_1,201413,10.6134
ACCESORIES_1_030,ACCESORIES,NYC_1,201230,1.064
ACCESORIES_1_030,ACCESORIES,NYC_1,201331,0.9576
ACCESORIES_1_030,ACCESORIES,NYC_1,201345,0.931
ACCESORIES_1_031,ACCESORIES,NYC_1,201107,14.4305
ACCESORIES_1_031,ACCESORIES,NYC_1,201112,14.6034
ACCESORIES_1_032,ACCESORIES,NYC_1,201105,0.6251
ACCESORIES_1_032,ACCESORIES,NYC_1,201116,0.7182
ACCESORIES_1_032,ACCESORIES,NYC_1,201213,0.7714
ACCESORIES_1_032,ACCESORIES,NYC_1,201516,0.7581
ACCESORIES_1_033,ACCESORIES,NYC_1,201337,21.2401
ACCESORIES_1_033,ACCESORIES,NYC_1,201603,22.4238
ACCESORIES_1_034,ACCESORIES,NYC_1,201106,6.1978
ACCESORIES_1_034,ACCESORIES,NYC_1,201538,6.3574
ACCESORIES_1_034,ACCESORIES,NYC_1,201608,6.4638
ACCESORIES_1_035,ACCESORIES,NYC_1,201127,2.1147
ACCESORIES_1_035,ACCESORIES,NYC_1,201150,2.3674
ACCESORIES_1_035,ACCESORIES,NYC_1,201203,2.6334
ACCESORIES_1_035,ACCESORIES,NYC_1,201330,2.8196
ACCESORIES_1_036,ACCESORIES,NYC_1,201105,1.2768
ACCESORIES_1_036,ACCESORIES,NYC_1,201202,1.3034
ACCESORIES_1_036,ACCESORIES,NYC_1,201308,1.4896
ACCESORIES_1_037,ACCESORIES,NYC_1,201211,17.2501
ACCESORIES_1_037,ACCESORIES,NYC_1,201250,17.9284
ACCESORIES_1_037,ACCESORIES,NYC_1,,16.5452
ACCESORIES_1_038,ACCESORIES,NYC_1,201105,4.2161
ACCESORIES_1_038,ACCESORIES,NYC_1,201202,4.2826
ACCESORIES_1_039,ACCESORIES,NYC_1,201217,7.8204
ACCESORIES_1_040,ACCESORIES,NYC_1,201223,17.2501
ACCESORIES_1_040,ACCESORIES,NYC_1,201249,17.9284
ACCESORIES_1_040,ACCESORIES,NYC_1,,16.5452
ACCESORIES_1_041,ACCESORIES,NYC_1,201122,4.522
ACCESORIES_1_041,ACCESORIES,NYC_1,201203,4.6949
ACCESORIES_1_041,ACCESORIES,NYC_1,201306,5.6126
ACCESORIES_1_042,ACCESORIES,NYC_1,201141,9.9484
ACCESORIES_1_042,ACCESORIES,NYC_1,201415,10.4139
ACCESORIES_1_043,ACCESORIES,NYC_1,201107,0.9576
ACCESORIES_1_043,ACCESORIES,NYC_1,201118,0.9044
ACCESORIES_1_043,ACCESORIES,NYC_1,201132,0.931
ACCESORIES_1_044,ACCESORIES,NYC_1,201105,2.0083
ACCESORIES_1_044,ACCESORIES,NYC_1,201111,1.9684
ACCESORIES_1_045,ACCESORIES,NYC_1,201430,14.0714
ACCESORIES_1_046,ACCESORIES,NYC_1,201451,25.2434
ACCESORIES_1_046,ACCESORIES,NYC_1,201601,24.8976
ACCESORIES_1_047,ACCESORIES,NYC_1,201105,2.0748
ACCESORIES_1_047,ACCESORIES,NYC_1,201111,2.3541
ACCESORIES_1_048,ACCESORIES,NYC_1,201122,0.665
ACCESORIES_1_048,ACCESORIES,NYC_1,201303,0.6118
ACCESORIES_1_048,ACCESORIES,NYC_1,201516,0.6384
ACCESORIES_1_049,ACCESORIES,NYC_1,201136,10.4804
ACCESORIES_1_049,ACCESORIES,NYC_1,201247,11.5444
ACCESORIES_1_049,ACCESORIES,NYC_1,201301,11.0124
ACCESORIES_1_050,ACCESORIES,NYC_1,201105,13.0872
ACCESORIES_1_050,ACCESORIES,NYC_1,201247,14.6034
ACCESORIES_1_051,ACCESORIES,NYC_1,201315,7.9534
ACCESORIES_1_052,ACCESORIES,NYC_1,201208,7.8204
ACCESORIES_1_053,ACCESORIES,NYC_1,201314,5.2801
ACCESORIES_1_054,ACCESORIES,NYC_1,201333,3.9501
ACCESORIES_1_055,ACCESORIES,NYC_1,201105,9.8952
ACCESORIES_1_055,ACCESORIES,NYC_1,201308,11.9434
ACCESORIES_1_055,ACCESORIES,NYC_1,201413,10.6134
ACCESORIES_1_056,ACCESORIES,NYC_1,201308,1.2502
ACCESORIES_1_057,ACCESORIES,NYC_1,201227,5.9584
ACCESORIES_1_057,ACCESORIES,NYC_1,201250,6.4904
ACCESORIES_1_058,ACCESORIES,NYC_1,201105,10.6001
ACCESORIES_1_058,ACCESORIES,NYC_1,201306,11.5311
ACCESORIES_1_058,ACCESORIES,NYC_1,201539,11.7306
ACCESORIES_1_058,ACCESORIES,NYC_1,,12.5951
ACCESORIES_1_060,ACCESORIES,NYC_1,201228,39.8601
ACCESORIES_1_060,ACCESORIES,NYC_1,201252,41.2034
ACCESORIES_1_060,ACCESORIES,NYC_1,201505,39.8468
ACCESORIES_1_061,ACCESORIES,NYC_1,201105,3.6708
ACCESORIES_1_061,ACCESORIES,NYC_1,201308,3.7639
ACCESORIES_1_062,ACCESORIES,NYC_1,201322,1.2901
ACCESORIES_1_063,ACCESORIES,NYC_1,201105,6.9426
ACCESORIES_1_063,ACCESORIES,NYC_1,201309,7.2751
ACCESORIES_1_064,ACCESORIES,NYC_1,201106,16.3856
ACCESORIES_1_064,ACCESORIES,NYC_1,201113,17.2501
ACCESORIES_1_064,ACCESORIES,NYC_1,201249,17.9284
ACCESORIES_1_064,ACCESORIES,NYC_1,,16.5452
ACCESORIES_1_065,ACCESORIES,NYC_1,201218,6.4904
ACCESORIES_1_066,ACCESORIES,NYC_1,201330,1.6625
ACCESORIES_1_067,ACCESORIES,NYC_1,201105,0.6251
ACCESORIES_1_067,ACCESORIES,NYC_1,201117,0.7182
ACCESORIES_1_067,ACCESORIES,NYC_1,201213,0.7714
ACCESORIES_1_067,ACCESORIES,NYC_1,201516,0.7581
ACCESORIES_1_068,ACCESORIES,NYC_1,201105,9.0972
ACCESORIES_1_068,ACCESORIES,NYC_1,201110,9.6292
ACCESORIES_1_068,ACCESORIES,NYC_1,201210,9.31
ACCESORIES_1_069,ACCESORIES,NYC_1,201149,16.5984
ACCESORIES_1_069,ACCESORIES,NYC_1,201213,18.1944
ACCESORIES_1_069,ACCESORIES,NYC_1,201517,17.5959
ACCESORIES_1_070,ACCESORIES,NYC_1,201220,7.8204
ACCESORIES_1_072,ACCESORIES,NYC_1,201118,2.6201
ACCESORIES_1_073,ACCESORIES,NYC_1,201116,6.8628
ACCESORIES_1_073,ACCESORIES,NYC_1,201308,7.2751
ACCESORIES_1_074,ACCESORIES,NYC_1,201148,4.8811
ACCESORIES_1_074,ACCESORIES,NYC_1,,5.0939
ACCESORIES_1_075,ACCESORIES,NYC_1,201105,9.0972
ACCESORIES_1_075,ACCESORIES,NYC_1,201110,9.6292
ACCESORIES_1_075,ACCESORIES,NYC_1,201209,9.31
ACCESORIES_1_076,ACCESORIES,NYC_1,201105,3.9102
ACCESORIES_1_076,ACCESORIES,NYC_1,201244,4.5619
ACCESORIES_1_077,ACCESORIES,NYC_1,201212,13.0074
ACCESORIES_1_077,ACCESORIES,NYC_1,201307,13.2734
ACCESORIES_1_077,ACCESORIES,NYC_1,201519,13.1138
ACCESORIES_1_077,ACCESORIES,NYC_1,201550,12.5818
ACCESORIES_1_078,ACCESORIES,NYC_1,201105,15.9201
ACCESORIES_1_078,ACCESORIES,NYC_1,201114,16.3324
ACCESORIES_1_078,ACCESORIES,NYC_1,201131,15.5344
ACCESORIES_1_078,ACCESORIES,NYC_1,201247,16.9974
ACCESORIES_1_079,ACCESORIES,NYC_1,201105,11.2252
ACCESORIES_1_079,ACCESORIES,NYC_1,201246,10.4804
ACCESORIES_1_080,ACCESORIES,NYC_1,201105,0.6251
ACCESORIES_1_080,ACCESORIES,NYC_1,201116,0.7182
ACCESORIES_1_080,ACCESORIES,NYC_1,201213,0.7714
ACCESORIES_1_080,ACCESORIES,NYC_1,201516,0.7581
ACCESORIES_1_081,ACCESORIES,NYC_1,201326,19.5776
ACCESORIES_1_082,ACCESORIES,NYC_1,201105,5.0274
ACCESORIES_1_083,ACCESORIES,NYC_1,201238,23.1154
ACCESORIES_1_083,ACCESORIES,NYC_1,201306,23.2484
ACCESORIES_1_083,ACCESORIES,NYC_1,201531,21.1736
ACCESORIES_1_084,ACCESORIES,NYC_1,201105,4.8811
ACCESORIES_1_084,ACCESORIES,NYC_1,201109,5.2934
ACCESORIES_1_084,ACCESORIES,NYC_1,201248,5.8254
ACCESORIES_1_084,ACCESORIES,NYC_1,201609,5.2402
ACCESORIES_1_085,ACCESORIES,NYC_1,201240,19.5776
ACCESORIES_1_086,ACCESORIES,NYC_1,201105,11.4646
ACCESORIES_1_086,ACCESORIES,NYC_1,201118,10.9858
ACCESORIES_1_086,ACCESORIES,NYC_1,201615,11.1454
ACCESORIES_1_087,ACCESORIES,NYC_1,201227,16.5452
ACCESORIES_1_087,ACCESORIES,NYC_1,201249,17.1304
ACCESORIES_1_088,ACCESORIES,NYC_1,201105,3.4181
ACCESORIES_1_089,ACCESORIES,NYC_1,201105,10.4804
ACCESORIES_1_089,ACCESORIES,NYC_1,201234,11.1454
ACCESORIES_1_089,ACCESORIES,NYC_1,201328,10.6001
ACCESORIES_1_090,ACCESORIES,NYC_1,201325,1.3034
ACCESORIES_1_090,ACCESORIES,NYC_1,201510,1.1172
ACCESORIES_1_090,ACCESORIES,NYC_1,201516,1.4364
ACCESORIES_1_091,ACCESORIES,NYC_1,201424,0.9044
ACCESORIES_1_091,ACCESORIES,NYC_1,201508,0.931
ACCESORIES_1_092,ACCESORIES,NYC_1,201105,3.0324
ACCESORIES_1_092,ACCESORIES,NYC_1,201307,3.1654
ACCESORIES_1_093,ACCESORIES,NYC_1,201227,26.4404
ACCESORIES_1_093,ACCESORIES,NYC_1,201253,27.1054
ACCESORIES_1_093,ACCESORIES,NYC_1,201544,26.5468
ACCESORIES_1_094,ACCESORIES,NYC_1,201115,17.2501
ACCESORIES_1_094,ACCESORIES,NYC_1,201317,13.2734
ACCESORIES_1_095,ACCESORIES,NYC_1,201208,10.2144
ACCESORIES_1_097,ACCESORIES,NYC_1,201105,5.2934
ACCESORIES_1_097,ACCESORIES,NYC_1,201118,5.719
ACCESORIES_1_097,ACCESORIES,NYC_1,201248,5.6392
ACCESORIES_1_098,ACCESORIES,NYC_1,201105,18.9658
ACCESORIES_1_098,ACCESORIES,NYC_1,201114,20.8544
ACCESORIES_1_098,ACCESORIES,NYC_1,201121,19.9101
ACCESORIES_1_098,ACCESORIES,NYC_1,201249,19.7904
ACCESORIES_1_098,ACCESORIES,NYC_1,201309,20.5884
ACCESORIES_1_098,ACCESORIES,NYC_1,201509,18.5934
ACCESORIES_1_099,ACCESORIES,NYC_1,201105,18.9658
ACCESORIES_1_099,ACCESORIES,NYC_1,201114,20.8544
ACCESORIES_1_099,ACCESORIES,NYC_1,201121,19.9101
ACCESORIES_1_099,ACCESORIES,NYC_1,201249,19.7904
ACCESORIES_1_099,ACCESORIES,NYC_1,201310,20.5884
ACCESORIES_1_099,ACCESORIES,NYC_1,201509,18.5934
ACCESORIES_1_100,ACCESORIES,NYC_1,201105,13.3
ACCESORIES_1_100,ACCESORIES,NYC_1,201111,15.2684
ACCESORIES_1_100,ACCESORIES,NYC_1,201304,14.6034
ACCESORIES_1_100,ACCESORIES,NYC_1,201516,15.0024
ACCESORIES_1_102,ACCESORIES,NYC_1,201227,6.6234
ACCESORIES_1_103,ACCESORIES,NYC_1,201105,0.931
ACCESORIES_1_103,ACCESORIES,NYC_1,201107,0.9576
ACCESORIES_1_103,ACCESORIES,NYC_1,201118,0.9044
ACCESORIES_1_104,ACCESORIES,NYC_1,201413,31.8934
ACCESORIES_1_105,ACCESORIES,NYC_1,201105,8.5652
ACCESORIES_1_105,ACCESORIES,NYC_1,201131,8.8844
ACCESORIES_1_106,ACCESORIES,NYC_1,201105,3.4181
ACCESORIES_1_107,ACCESORIES,NYC_1,201307,5.2934
ACCESORIES_1_107,ACCESORIES,NYC_1,,5.2801
ACCESORIES_1_108,ACCESORIES,NYC_1,201105,16.1196
ACCESORIES_1_108,ACCESORIES,NYC_1,201122,15.9334
ACCESORIES_1_108,ACCESORIES,NYC_1,201218,17.2634
ACCESORIES_1_109,ACCESORIES,NYC_1,201118,7.9268
ACCESORIES_1_109,ACCESORIES,NYC_1,201203,8.1396
ACCESORIES_1_110,ACCESORIES,NYC_1,201105,4.8811
ACCESORIES_1_111,ACCESORIES,NYC_1,201105,3.7772
ACCESORIES_1_111,ACCESORIES,NYC_1,201110,4.1496
ACCESORIES_1_111,ACCESORIES,NYC_1,201533,3.8836
ACCESORIES_1_112,ACCESORIES,NYC_1,201108,2.2344
ACCESORIES_1_112,ACCESORIES,NYC_1,201114,3.5644
ACCESORIES_1_112,ACCESORIES,NYC_1,201207,1.33
ACCESORIES_1_112,ACCESORIES,NYC_1,201306,3.6176
ACCESORIES_1_113,ACCESORIES,NYC_1,201322,1.9551
ACCESORIES_1_114,ACCESORIES,NYC_1,201210,7.9401
ACCESORIES_1_115,ACCESORIES,NYC_1,201304,0.931
ACCESORIES_1_115,ACCESORIES,NYC_1,201439,0.9044
ACCESORIES_1_116,ACCESORIES,NYC_1,201230,8.6051
ACCESORIES_1_117,ACCESORIES,NYC_1,201105,14.1911
ACCESORIES_1_117,ACCESORIES,NYC_1,201110,14.6034
ACCESORIES_1_117,ACCESORIES,NYC_1,201224,15.5344
ACCESORIES_1_117,ACCESORIES,NYC_1,201248,16.8644
ACCESORIES_1_118,ACCESORIES,NYC_1,201107,14.1246
ACCESORIES_1_118,ACCESORIES,NYC_1,201112,14.6034
ACCESORIES_1_118,ACCESORIES,NYC_1,201204,14.7896
ACCESORIES_1_119,ACCESORIES,NYC_1,201328,2.3541
ACCESORIES_1_120,ACCESORIES,NYC_1,201308,14.6034
ACCESORIES_1_121,ACCESORIES,NYC_1,201308,1.33
ACCESORIES_1_121,ACCESORIES,NYC_1,201506,1.4896
ACCESORIES_1_122,ACCESORIES,NYC_1,201328,2.3541
ACCESORIES_1_123,ACCESORIES,NYC_1,201320,10.3607
ACCESORIES_1_123,ACCESORIES,NYC_1,201337,10.6134
ACCESORIES_1_123,ACCESORIES,NYC_1,,9.2701
ACCESORIES_1_124,ACCESORIES,NYC_1,201303,7.9534
ACCESORIES_1_125,ACCESORIES,NYC_1,201452,15.9334
ACCESORIES_1_125,ACCESORIES,NYC_1,201506,15.6009
ACCESORIES_1_126,ACCESORIES,NYC_1,201411,12.7414
ACCESORIES_1_127,ACCESORIES,NYC_1,201105,1.33
ACCESORIES_1_127,ACCESORIES,NYC_1,201516,1.6226
ACCESORIES_1_128,ACCESORIES,NYC_1,201106,10.8661
ACCESORIES_1_128,ACCESORIES,NYC_1,201110,11.6641
ACCESORIES_1_128,ACCESORIES,NYC_1,,10.6134
ACCESORIES_1_129,ACCESORIES,NYC_1,201229,5.9584
ACCESORIES_1_129,ACCESORIES,NYC_1,201246,6.4904
ACCESORIES_1_130,ACCESORIES,NYC_1,201105,3.5112
ACCESORIES_1_130,ACCESORIES,NYC_1,201309,3.6309
ACCESORIES_1_131,ACCESORIES,NYC_1,201247,0.931
ACCESORIES_1_131,ACCESORIES,NYC_1,201439,0.9044
ACCESORIES_1_132,ACCESORIES,NYC_1,201105,5.6126
ACCESORIES_1_132,ACCESORIES,NYC_1,201247,6.0914
ACCESORIES_1_132,ACCESORIES,NYC_1,201443,5.2934
ACCESORIES_1_133,ACCESORIES,NYC_1,201227,16.2792
ACCESORIES_1_133,ACCESORIES,NYC_1,201249,17.1304
ACCESORIES_1_133,ACCESORIES,NYC_1,,16.5452
ACCESORIES_1_134,ACCESORIES,NYC_1,201141,4.2161
ACCESORIES_1_134,ACCESORIES,NYC_1,201143,4.4954
ACCESORIES_1_134,ACCESORIES,NYC_1,201309,4.7348
ACCESORIES_1_134,ACCESORIES,NYC_1,201351,5.1471
ACCESORIES_1_135,ACCESORIES,NYC_1,201328,27.1054
ACCESORIES_1_136,ACCESORIES,NYC_1,201220,6.4904
ACCESORIES_1_137,ACCESORIES,NYC_1,201105,13.2734
ACCESORIES_1_137,ACCESORIES,NYC_1,201109,13.1936
ACCESORIES_1_137,ACCESORIES,NYC_1,201134,12.635
ACCESORIES_1_137,ACCESORIES,NYC_1,201232,12.6084
ACCESORIES_1_137,ACCESORIES,NYC_1,201543,11.9434
ACCESORIES_1_137,ACCESORIES,NYC_1,,13.0739
ACCESORIES_1_138,ACCESORIES,NYC_1,201217,7.8204
ACCESORIES_1_139,ACCESORIES,NYC_1,201335,3.4979
ACCESORIES_1_139,ACCESORIES,NYC_1,201519,3.2718
ACCESORIES_1_139,ACCESORIES,NYC_1,201607,3.6442
ACCESORIES_1_140,ACCESORIES,NYC_1,201309,1.33
ACCESORIES_1_140,ACCESORIES,NYC_1,201507,1.4896
ACCESORIES_1_141,ACCESORIES,NYC_1,201105,18.9658
ACCESORIES_1_141,ACCESORIES,NYC_1,201114,20.8544
ACCESORIES_1_141,ACCESORIES,NYC_1,201121,19.9101
ACCESORIES_1_141,ACCESORIES,NYC_1,201249,19.7904
ACCESORIES_1_141,ACCESORIES,NYC_1,201310,20.5884
ACCESORIES_1_141,ACCESORIES,NYC_1,201509,18.5934
ACCESORIES_1_142,ACCESORIES,NYC_1,201147,1.2502
ACCESORIES_1_142,ACCESORIES,NYC_1,201225,1.33
ACCESORIES_1_143,ACCESORIES,NYC_1,201105,10.6134
ACCESORIES_1_143,ACCESORIES,NYC_1,201110,11.6641
ACCESORIES_1_144,ACCESORIES,NYC_1,201105,13.3
ACCESORIES_1_144,ACCESORIES,NYC_1,201111,15.2684
ACCESORIES_1_144,ACCESORIES,NYC_1,201303,14.6034
ACCESORIES_1_144,ACCESORIES,NYC_1,201516,15.0024
ACCESORIES_1_145,ACCESORIES,NYC_1,201105,1.6226
ACCESORIES_1_145,ACCESORIES,NYC_1,201117,1.7024
ACCESORIES_1_146,ACCESORIES,NYC_1,201105,6.1978
ACCESORIES_1_146,ACCESORIES,NYC_1,201538,6.3574
ACCESORIES_1_146,ACCESORIES,NYC_1,201608,6.4638
ACCESORIES_1_147,ACCESORIES,NYC_1,201135,13.2601
ACCESORIES_1_147,ACCESORIES,NYC_1,201516,14.5502
ACCESORIES_1_148,ACCESORIES,NYC_1,201313,6.4904
ACCESORIES_1_149,ACCESORIES,NYC_1,201128,1.8886
ACCESORIES_1_149,ACCESORIES,NYC_1,201203,2.0748
ACCESORIES_1_150,ACCESORIES,NYC_1,201105,2.0748
ACCESORIES_1_150,ACCESORIES,NYC_1,201112,2.3541
ACCESORIES_1_151,ACCESORIES,NYC_1,201105,5.8786
ACCESORIES_1_151,ACCESORIES,NYC_1,201310,7.2751
ACCESORIES_1_152,ACCESORIES,NYC_1,201322,7.315
ACCESORIES_1_152,ACCESORIES,NYC_1,201407,6.6234
ACCESORIES_1_152,ACCESORIES,NYC_1,201519,6.4638
ACCESORIES_1_153,ACCESORIES,NYC_1,201152,7.1288
ACCESORIES_1_153,ACCESORIES,NYC_1,201214,8.2194
ACCESORIES_1_153,ACCESORIES,NYC_1,201524,8.4854
ACCESORIES_1_154,ACCESORIES,NYC_1,201219,3.325
ACCESORIES_1_154,ACCESORIES,NYC_1,201248,3.8304
ACCESORIES_1_155,ACCESORIES,NYC_1,201327,25.2434
ACCESORIES_1_156,ACCESORIES,NYC_1,201416,2.5004
ACCESORIES_1_156,ACCESORIES,NYC_1,201607,2.3541
ACCESORIES_1_157,ACCESORIES,NYC_1,201105,14.63
ACCESORIES_1_157,ACCESORIES,NYC_1,201111,15.2684
ACCESORIES_1_157,ACCESORIES,NYC_1,201303,14.6034
ACCESORIES_1_157,ACCESORIES,NYC_1,201516,15.0024
ACCESORIES_1_158,ACCESORIES,NYC_1,201339,26.5734
ACCESORIES_1_158,ACCESORIES,NYC_1,201506,30.5634
ACCESORIES_1_159,ACCESORIES,NYC_1,201105,4.3092
ACCESORIES_1_160,ACCESORIES,NYC_1,201226,26.4404
ACCESORIES_1_160,ACCESORIES,NYC_1,201301,27.1054
ACCESORIES_1_160,ACCESORIES,NYC_1,201545,26.5468
ACCESORIES_1_161,ACCESORIES,NYC_1,201412,0.9044
ACCESORIES_1_161,ACCESORIES,NYC_1,201507,0.931
ACCESORIES_1_162,ACCESORIES,NYC_1,201208,5.2934
ACCESORIES_1_163,ACCESORIES,NYC_1,201105,12.5286
ACCESORIES_1_164,ACCESORIES,NYC_1,201105,11.9168
ACCESORIES_1_164,ACCESORIES,NYC_1,201110,11.9301
ACCESORIES_1_165,ACCESORIES,NYC_1,201119,6.6101
ACCESORIES_1_166,ACCESORIES,NYC_1,201232,15.9334
ACCESORIES_1_166,ACCESORIES,NYC_1,201413,14.6034
ACCESORIES_1_166,ACCESORIES,NYC_1,201427,13.2734
ACCESORIES_1_167,ACCESORIES,NYC_1,201247,0.931
ACCESORIES_1_167,ACCESORIES,NYC_1,201440,0.9044
ACCESORIES_1_168,ACCESORIES,NYC_1,201415,6.4239
ACCESORIES_1_169,ACCESORIES,NYC_1,201105,0.6251
ACCESORIES_1_169,ACCESORIES,NYC_1,201117,0.7182
ACCESORIES_1_169,ACCESORIES,NYC_1,201214,0.7714
ACCESORIES_1_169,ACCESORIES,NYC_1,201516,0.7581
ACCESORIES_1_170,ACCESORIES,NYC_1,201329,23.9001
ACCESORIES_1_171,ACCESORIES,NYC_1,201410,3.8304
ACCESORIES_1_172,ACCESORIES,NYC_1,201105,3.9501
ACCESORIES_1_172,ACCESORIES,NYC_1,201119,4.2959
ACCESORIES_1_172,ACCESORIES,NYC_1,201128,3.7506
ACCESORIES_1_172,ACCESORIES,NYC_1,201312,3.9634
ACCESORIES_1_173,ACCESORIES,NYC_1,201225,14.5901
ACCESORIES_1_174,ACCESORIES,NYC_1,201217,6.4904
ACCESORIES_1_175,ACCESORIES,NYC_1,201106,2.66
ACCESORIES_1_175,ACCESORIES,NYC_1,201111,2.6201
ACCESORIES_1_176,ACCESORIES,NYC_1,201124,7.2884
ACCESORIES_1_176,ACCESORIES,NYC_1,201305,7.5411
ACCESORIES_1_176,ACCESORIES,NYC_1,201346,7.9002
ACCESORIES_1_176,ACCESORIES,NYC_1,201534,3.99
ACCESORIES_1_177,ACCESORIES,NYC_1,201207,5.2934
ACCESORIES_1_177,ACCESORIES,NYC_1,201248,5.6392
ACCESORIES_1_178,ACCESORIES,NYC_1,201105,0.6118
ACCESORIES_1_178,ACCESORIES,NYC_1,201108,0.5586
ACCESORIES_1_178,ACCESORIES,NYC_1,201117,0.665
ACCESORIES_1_178,ACCESORIES,NYC_1,201516,0.6384
ACCESORIES_1_179,ACCESORIES,NYC_1,201134,9.1371
ACCESORIES_1_180,ACCESORIES,NYC_1,201411,26.5734
ACCESORIES_1_181,ACCESORIES,NYC_1,201210,2.6201
ACCESORIES_1_183,ACCESORIES,NYC_1,201323,10.3607
ACCESORIES_1_183,ACCESORIES,NYC_1,201337,10.6134
ACCESORIES_1_183,ACCESORIES,NYC_1,,9.2701
ACCESORIES_1_184,ACCESORIES,NYC_1,201227,15.5344
